text,category,priority,source
internal transfer milos tuesday december pm transfer dear few more transfer please find attached forms thank kind regards administrator,General,Low,it_service
"on xxxxxxxx, i closed my wells fargo checking and savings account. i received a statement stating that i owe 11.00 for fees after my account was closed. in addition, the branch manager provided me with a check for 21.00 for the remaining balance in the accounts. on xxxxxxxx, i called wells fargo to inquire why i was charged additional fees. i was told by case management that the only way to have my fees reversed would be to return to the branch and request that the bank manager call their internal collections for a waiver. i no longer have account access to see all of the charges.",Billing,Low,consumer_complaints
my credit karma money spend account received xxxx tax refund on xxxx2023 from the irs .i had a negative balance before and received emails telling me to add money to reactivate my because it was on hold due to being negative. its been well over week and i been told to wait for a so called higher department review. there has no access to this supposedly ..support is unprofessional and not helpful i feel there holding my funds from me for unknown reason. i was depending on last week they have they have escalated it on the xxxx but still havent received a response from credit karma.,Billing,Low,consumer_complaints
"to whom it may concern this is just a follow up just in case you did not get my dispute directly i recently reviewed an extensive copy of my chexsystems consumer report credit report included dark web alert s with the intention of trying to improve myself and take care of my responsibilities and noticed an account that i wanted a little more explanation on, and it needs to be deletedremoved from my chexsystems report. - xxxx xxxx xxxx xxxx xxxx, xxxx, xxxx xxxx i also recieved an alert on my xxxx account that a recent account has been opened with my social security number at xxxx xxxx xxxx, the claim is xxxx that does not belong to me. please help. this account listed below is not mine. i already filed a identity theft report police report with my local police department and ftc.gov. the police report xxxx ftc report numberxxxx4 i demand these accounts listed below they need to be deletedremoved off my chexsystems report immediately!. bank checking account xxxx xxxx xxxx xxxx xxxx, xxxx, xxxx xxxx account number na delete it from my xxxx report thank you for your time and help in this matter. sincerely, xxxx xxxx xxxx xxxx.",Billing,High,consumer_complaints
"my xxxx mortgage payment was made to ditech financial on xxxx xxxx in the amount of 1600.00 on the online ditech bill pay feature on their website. the website only allows you to enter the account number and routing number one time into their payment system when entering the payment. i provided the payment information and selected confirm payment. i received a confirmation email advising payment was submitted. on xxxx xxxx i received a letter in the mail advising me that my payment had not been applied and that i had been marked as 30 days late and a late fee was applied as well. i had the money in my bank account and because a xxxx was left out inin the account number section, my payment had been rejected. i immediately contacted ditech to advise that i had made my payment on time had i known before hand that the payment had not gone through due to the omitted xxxx in the routing number, i would have resubmitted the payment before it was marked late. i then made a double payment over the phone. the online system at ditech does not allow the customer to entering the routing number twice to make sure the numbers are correct in order to prevent any errors. ditech did not contact me by phone after the payment did not go through and and i did not get an email either. since a letter was sent instead and it arrived causing the payment to be reported as 30 days late. when i asked ditech to remove the 30 day late notice, they advised that they would not do this. i have paid the late fee, and having the 30 days late has caused my credit score to drop by 80 points. i have small children and the area i currently live in has become more rampended with crime.i am trying to buy a house in a better area, and now the 30 day late is causing me to not be qualified to buy a home. i have never been 30 days late on my mortgage with ditech. if needed a bank statement can be show showing the money was available on xxxx xxxx for the payment.",General,High,consumer_complaints
"on xxxx2022 at approximately xxxx cst i started receiving several emails from ally bank that new accounts were opened with my information. one acct was an interest checking ending in xxxx then another was a savings account ending in xxxx. then i received an email stating that a xxxx was available for deposit. then after that i received an email that i needed to call in and verify some information and that the account had been locked due to suspicious activity. i immediately contacted ally bank because i have never and still do not have an active account with that company. i spoke to a representative name xxxx i explained what was going on. xxxx he was unable to authenticate me using a three-question set of security questions he was took a report and sent it over the loss prevention department who will review it and if deems that the case was open in error due to fraudulent activity which it certainly was then after approximately 30 days the accounts would be closed. i requested a call back after the investigation. again, i have never opened a bank, checking, savings account of any type with ally bank.",Billing,High,consumer_complaints
new starter new complete hi attached same details equipment prior december best thursday december pm re complete hi attached needed keynote believe come his please changes let thank regards date thursday december complete dear please help completed form joining he located working until thank lead id image,General,Medium,it_service
"i dont know that my problem falls under this exact category. my complaint is with comenity capital bank - xxxx i was originally issued a credit limit of 1000.00. admittedly, i got behind on payments. they lowered my credit limit to 500.00. i began making payments and got the account on stable footing. despite consistent payments - 480.00 between xxxx and xxxx - comenity reran my credit - an existing customer - and lowered my credit limit in xxxx to just below my balance causing a negative hit to my credit rating as it now appears i am using more credit than i really am. i complained and was told they would reevaluate monthly. this week i find they have again lowered my credit limit to just below my balance again unfairly causing a negative impact to my credit score. they claim it is due to my credit score which from there own letter to me is nearly 100 pts higher than it was in xxxx only 3 mths ago. this is due to lack of activity on the account and has nothing to do with my credit or payments as i have paid them 580.00 since xxxx on a card that now has a 350.00 limit. this is simply not fair business practice. why would you rerun credit on an existing customer who is not behind in payment? it just doesnt make sense.",Technical,Medium,consumer_complaints
"on or about xxxx2023 i wrote a check from my business account to pay my landlord for the lease. i personally dropped the check in a xxxx mail box at the xxxx location in xxxx, california. the check was stolen and cashed by some individual over at xxxx xxxx xxxx on or about xxxx2023. i found out because i received a call from the fraud department from xxxx xxxx xxxxxxxx. i told them the check was not supposed to have been cashed by anyone other then the intended payee, a business with the name of xxxx xxxx, xxxx who does not bank at xxxx xxxx xxxxxxxx. the fraud department at xxxx xxxx xxxxxxxx told me to file a report with my banking institution xxxx xxxx bank xxxx , they also denied any more information as to how, why, when and who cashed the check. i immediately file a claim in person at the local union bank mufg branch located at xxxx xxxx in xxxx california. i was given a few affidavits for both me and my landlord to fill out, have notorized and return to them. xxxx xxxx, the branch manager at union bank, handled my claim personally and he gave me and also took back the completed affidavits from both my landlord and my self. i was told to wait 30-60 days for a refund. 60 days passed and there was no refund, no formal communication mail or email of any kind or news on my claim. i then went back once again to the union bank branch to get an update on my case and was told that apparently union bank had already done everything on their end and was now just waiting to hear back from xxxx xxxx xxxxxxxx, who apparently had another 60 days to resolve the claim and finish their investigation. during those 60 days us bank acquired union bank mufg. i believe the 60 days were already up this last xxxx2023. up until this day i have not received a refund nor any kind of status or update on my claim. every time i call to inquiere about my claim im always given excuses and cant get any update or resolution to my claim. i believe im entitled to at least a temporary credit of my stolen funds 2800.00 since i was a victim of fraud and have done everything in my power to facilitate the banking institutions investigations. xxxx xxxx xxxx should not have accepted a check that was clearly written out with a payee that is a business banking somewhere else, a check that was not addressed to one of their customers and union bank shouldnt have release my funds to anyone else other than the intended payee who was clearly written on the check. both banking institutions, xxxx xxxx xxxxxxxx and union bank needed to do their due diligence on checking the identity of the person cashing the check in order to prevent fraud as a normal business practice.",Billing,High,consumer_complaints
configure access on mobile mobile,Technical,Low,it_service
user wednesday december pm training hi please create user person role tuesday december re training hi think everyone received credentials think lot log personally did credentials cannot method receive kind regards date tuesday december training today training please please same procedure accessing described instead link please join meeting meeting professional meetings communications app formerly known join by phone english kingdom denmark english states finland english states germany english kingdom english kingdom macedonia english kingdom english kingdom norway english states english kingdom english kingdom sweden english kingdom kingdom english kingdom states english states kingdom test english kingdom test english kingdom colombia english kingdom find number id forgot dial pin help,Technical,Medium,it_service
"i made a deposit at citibank. there was a 400.00 bonus for signing up and depositing 15000.00 and keeping it in the account for 30 days. the bonus was promised to be in the account in 90 days after meeting the requirements. i fulfilled the requirements and when the bonus was nt credited to my account, i contacted them by email and by phone. by email, they wanted 30 days to investigate and by phone they promised to take care of the matter and credit my account. months passed, i called again and spoke to a supervisor who now claims the account was nt qualified or something or another.",Billing,Low,consumer_complaints
time oracle re hello assist call please enquiries ensure proper tracking please rise kind regards pm hello guys please help issue thanks pm re hi seems out please help re issue responsible person thank friday pm hi please take error save error moment weeks selected location option short term located thank,General,Medium,it_service
meeting room cannot connect to tv hi plugged cable laptop selected correct input tv but tv still shows signal can you please fix thanks,Technical,Medium,it_service
add domain user to local admin on add user hello please log assign he borrowed requested his user added kind regards engineer ext,Technical,Low,it_service
i have disputed the same charges with multiple companies!,General,Low,consumer_complaints
career reports oracle wednesday pm reports hi please best regards analyst wednesday pm reports hello responsible coaches organization discipline report order extract coaches discipline created thank lead,General,Low,it_service
"pnc has historically processed debits before credits over the weekend. example, i start with positive money on a friday, deposit additional money, and am hit with overdraft fees last time over xxxx dollars worth on monday or tuesday, before my money is deposited. another problem, dispute to my debit card. i am switching banks at this time. i had xxxx disputes pending. i had approximately xxxx dollars on friday. they reversed all xxxx disputes at once on friday to overdraft my account intentionally. xxxx dispute, xxxx granted a refund and pnc never credited me. i had documents and pnc claimed not received. xxxx of the reversals used to overdraft my account. xxxx at my branch faxed the evidence including my fax to pnc and xxxx email granting refund. pnc did not notify me if any of this, just overdraftfee my account, again. they hit my account on a friday xxxx xxxx with all of these at once to overdraft me again on an account i m no longer using. classic example of what they do. my complaint is the dispute results with evidence provided reversed, and the pattern of processing debits before credits over weekend to intentionally overdraft my account when deposit were made over weekend. i tried to close my account and it was refused because it s overdraft. i had about xxxx dollars on friday. now it s overdraft.",Billing,Low,consumer_complaints
new value field hi please assist financed by called thank best regards analyst,General,Low,it_service
invalid cc error thanks was able create but could submit error,General,Medium,it_service
"pnc bank is holding my client s 5000.00 in escrow funds even though they have been released by both parties buyer and seller. back story 1. xxxx xxxx borrowed money from a ny based unscrupulous lender. the lender started legal proceedings against xxxx when the company closed its doors. they then served papers on pnc bank to put a hold on xxxx funds. they are allowed to do this against xxxx operating account xxxx money but not against xxxx escrow account money being held for clients . 2. we believe pnc bank acted improperly by allowing a hold on the escrow account. without directly agreeing with us, they have asked us to prove that the escrow account is truly our clients money. we have provided that info and are awaiting their response. 3. xxxx has been negotiating with pnc bank and has made some progress. 4. the escrow account in question has over 40000.00 in it, all of which is not xxxx money and should be released. we have asked that your 5000.00 be released while this matter is resolved. i understand they are freezing the business account of xxxx xxxx, but the escrow account is not their money - these are funds held in trust for clients - and subject to release upon release by both parties.",Billing,Low,consumer_complaints
company is in violation of 15 usc 1692g b . company never ceased with reporting to my consumer report after i disputed the debt. company is in violation of 15 usc 1681 g b . which states nothing in this paragraph shall be construed to require a consumer reporting agency to disclose to a consumer any information concerning credit scores or any other risk scores or predictors relating to the consumer. company is in violation of 15 usc 1692 by using unlawful criminal means ruining my reputation by including accounts not permitted on a consumer credit report by law according to 15 usc 1681 a 2 i,Technical,Low,consumer_complaints
"- incident description - - on xxxx i received a phone call from usaa s fraud department asking if i had requested an outgoing wire transfer for 6800.00. i had not and expressed that fact and asked him to begin the process for stopping the transaction. he said hed get to work on it and put me on hold while he worked on it. i logged into my account at that time and saw that 1900.00 was transferred from my personal usaa checking account to my wife and my joint usaa checking account, then the amount of 6800.00 was wire transferred to a xxxx xxxx, who i do not know. we talked and once again i was put on hold. at some point our call was disconnected, he called back, and we continued with the process of attempting to get the transaction fixed. a while later, the call was disconnected again. i didnt receive a call back right away, so i called usaa on the way home from work. i then verified with the associate that i was in fact previously talking with a usaa associate on the previous phone call, they said i was. i filled her in what was going on and we proceeded to change all of my personal login info password, pin, secret questions . prior to getting off the phone with here i asked if there was anything else i had to do and when to expect my money back, as i have bills to pay and this more or less cleaned us out, and she said xxxx days. - my wife called the bank, usaa, on xxxx and once again explained the entire situation and asked when we would be receiving our money back. the bank associated informed her that it was still under investigation, and we would receive a follow-up call. - xxxx, we had not yet received a phone call back from the bank. bills are really getting to the point of needing to be paid. my wife called the bank and then called me at work, and we did a three-way call. the bank associate informed us that the wire transfer recall had failed. also, that the wire transfer recall had not actually been initiated until xxxx. the bank associated then informed us that the bank had no further action to take and that we were basically out of luck, not getting our money back. the only thing we could do is submit a police report. next, my wife talked with the associate further and was transferred to another wire transfer associate who informed her that another fraud department associate would contact us. the associate also acknowledged that usaa had not initiated the wire transfer recall on xxxx, but on xxxx. - xxxx. xxxx fbi complaint form submitted. - additional info - upon doing limited research on consumer protections, ive found the federal reserve website and it stated that our liability was limited to 50.00 provided our depository institution was notified in a timely fashion. they were notified the day of the incident. xxxx cfr xxxx, section xxxx - furthermore, section xxxx provides definitions and time limits which we met, we should be reimbursed. - lastly, another was the consumber financial protection bureau which provided guidance on unauthorized electronic funds transfers. upon reading through their information, we should be paying no more than 50.00 to receive our money back. - in closing, i see my situation as unfortunate and repairable by my financial institution. had they acted on the information at hand on xxxx, on the first or second phone call, our money could have been returned in a timely fashion.",Billing,Medium,consumer_complaints
question about oracle for line managers thursday pm question about hi persons next going annual leave backup option about roles approvals delegated others approvals delegated others section attached colleague also he option well option placed somewhere problem regards,General,Medium,it_service
access to thursday february pm hi please she needs she assist technical details running contracts dutch language thank greetings,General,Low,it_service
"on xxxx2022 i was approved for a business auto loan by bank of america. i took the attached pre approval to dealership xxxx xxxx xxxx xxxx and they took it upon their self to apply for me another application with bank of america. the reason for me taking the business pre approval was so that it wouldnt show on my personal credit report. ive noticed that it is showing on my personal report. ive called and spoke to finance xxxx xxxx, she stated theres nothing she can do and mark has still failed to return my call. bank of america says there was a whole nother application opened under my personal i did not give them permission to do that they should have used the pre approval that was presented.",Technical,Medium,consumer_complaints
"chase bank hit my account with a removing ctc chase 21 day overdraft assistance from xxxx fee iao 110.00 today. this has now overdrawn my account. on xxxxxxxx, the government deposited a 250.00 child tax credit, they claim this fee was a draw given to me to cover the insufficient funds fees - they wrongly charged me during those dates. i had called and complained and they reversed those funds. no one told me about any 110.00 credit or any kind of 21 day policy of taking this credit back that i didnt ask for. i asked for my overdraft fees to be reversed because i had transferred money from my other account and shouldnt have been charged overdraft fees to begin with!!!! i spoke to a manager today and asked to speak to her manager and was put on hold and then hung up on.",Billing,Low,consumer_complaints
"on monday, xxxx22 at xxxx xxxx a person had left my wife a message claiming they were with our local law enforcement, warrant and claims department and stating they were going to detain my wife for missing jury duty. they claimed she had gotten a certified letter in xxxx that she signed for, stating jury duty was upcoming. my wife call them back, claiming to be xxxx xxxx with the xxxx, mn police department. he had asked to transfer money over the phone otherwise my wife would be detained for paying as she had a warrant out for her arrest. unknown to me, she was in the other room of our house dealing with this person, transferred from our wells fargo bank account through xxxx, 1000.00. after 20 minutes of dealing with this person, she had me talk to them as they wanted to transfer money from xxxx next in the amount of 1500.00 and trying to get a total of 3500.00. i talked to the person xxxx xxxx and called his bluff, unknown to me she had already transferred the 1000.00 through xxxx. i stated if he is a police officer how can he prove it... he said he would hang up and call from the main number at the police station. he called back 30 seconds later and phone number came up with the xxxx police department. i actually started to believe him somewhat, but told him still not good enough. he was going to have my wife stay on the phone, record her mileage on our vehicle and drive to the xxxx, mn police station. he stated she could not go anywhere else, to stay on the phone and drive directly to the xxxx police station and she was about to. i told him, the police could come to our house and arrest her if this was true and told her to hang up, in which she did. i started a claim with our bank, wells fargo and filed a police report. wells fargo stated today, xxxx22 that the claim has been closed, they reached out to the other bank and was unlikely to get our money back. this is very upsetting that someone would push this hard and take money from hard working individuals and keep going on to the next person and do the same thing. there has to be protection out there for this. we have banked with wells fargo for 30 some years, have excellent credit and no records, even as far as a speeding ticket.",Billing,Medium,consumer_complaints
windows upgrade upgrade analyst ext sent wednesday october re upgrade hi would happily upgrade os th version but matter fact haven received update through software center mentioned instructions result have possibility upgrade os attached kind regards sent tuesday october upgrade hello if you already upgraded your os please ignore also if you member teams please apply upgrade yet thank you you receiving because we approaching scheduled for forced upgrade assets migrated yet before performing upgrade your please document found here carefully attention screen below please contact or should you require any further assistance best regards ext,General,Low,it_service
bank of america - date of fraud report xxxxxxxx. attempt to contact bank of america ten times between xxxx xxxx xxxxxxxx. i was a platinum honors client member of bank of america since xxxx and maintained a balance of 200000.00 annually as a platinum honors client. i have always had a wonderful relationship until fraudulent activity xxxxxxxx. i have credit card and car loan with bank of america. i would ask that you please review all bank statements and police reports. i was able to withdraw my money at the boa branch due to their review of the case and discussion with bank of america fraud team. i am writing to provide the order of events for my xxxx bank of america accounts which were linked to a fraudulent account. they were able to go to online banking link my xxxx accounts listed below to their fraudulent account. it is shown that the fraudulent account had a starting balance xxxx. they linked accounts- fraud account with xxxx xxxx signature will not be on any of their active accounts with the exception of the withdrawal of my transferred funds. there is no record of signage from me on this account. please check records. they live in xxxx xxxx california. i live in xxxx virginia xxxx. they transferred funds accounts - personal checking - personal savings-constant balance 200000.00 xxxx. they withdrew funds at casinos. i was not notified xxxx. they transferred between accounts so it wouldnt look suspicious- i have been a platinum honors client and maintained a balance of over 200000.00 since xxxx. i have continued to work with bank of america for all of my bank accounts this includes - business banking - personal checking - personal savings however all of them were compromised and now my claim has been denied. my previous accounts with bank of america were compromised in xxxxxxxx. this caused me to switch my drivers license and open new accounts completely. bank of america has failed to protect my account twice in xxxx. this includes the fraudulent activity xxxxxxxx and xxxxxxxx. i was not notified about either account activity people involved in the investigation xxxx xxxx detective xxxx xxxx xxxx xxxx case xxxx. boa xxxx representative xxxx xxxx phone number xxxx inappropriately filed claim boa fraud representative supervisor xxxx,Billing,Medium,consumer_complaints
"to whom it may concern, please be advised that i have received your computer-generated letter stating that you have ceased investigation of my credit reports because, in your opinion, you believe that i have used a third-party credit repair agency. not only do i believe this to be a stall tactic on your part to grant you an additional 30 days to comply with my original request, but i believe it to be a blatant violation of the fcra. you were advised by me on xxxx2022 by certified mail that i questioned the accuracy of a few items on my credit reports. that request was written by me and mailed by me- not a third-party agency. it appears obvious to me that you are abusing your power under the fcra to escape a complete investigation. here again is the incorrect information being reported 1. fdcpa 807 false misleading information fdcpa 8012 furnishing deceptive forms. this agent is in violation of 15 usc 1692g because they were to notify me of this in writing 5 days prior i was not. as the original creditor only i can validate this debt. xxxx xxxx xxxx xxxx this account is inaccurate and fraudulent. im seeking litigation. please delete at once. 2. this company is in violation of 15 usc 1681n these accounts must be removed in 4 days 15 usc 1681c-2 these accounts are not mine. xxxx xxxx account xxxx xxxx this account is inaccurate and fraudulent. im seeking litigation. please delete at once. 3. fdcpa 807 false misleading information fdcpa 8012 furnishing deceptive forms. this agent is in violation of 15 usc 1692g because they were to notify me of this in writing 5 days prior i was not. as the original creditor only i can validate this debt. xxxx xxxx xxxx account xxxx xxxx this account is inaccurate and fraudulent. im seeking litigation. please delete at once. 4. this company is in violation of 15 usc 1681n these accounts must be removed in 4 days 15 usc 1681c-2 these accounts are not mine. xxxx xxxx account xxxx xxxx this account is inaccurate and fraudulent. im seeking litigation. please delete at once. additionally, there is no law that states a consumer can not use a third party, so using that as your excuse is a irrelevant. in fact, the united states congress has found the whole process so overwhelming that they afford consumers the right to use a third party on their behalf if the consumer so chooses. this is why your statement is so shameful. i reserve the right to sue a credit bureau for violations of the fair credit reporting act and i believe i can prove that you did not use reasonable measures to insure the accuracy of my credit reports and now you are stalling the process even further. i realize disputes can be expensive and it is your job to stall them, but you do so at great risk. please take notice that this letter dated xxxx2022 is formal notice to you that i am requesting that you continue forward with my original investigation request and please send the results to me within 15 days. i therefore legally and lawfully refuse your form letter thus giving you only 15 days not 30 more. i am annoyed and outraged at your accusation and i have researched my rights in regards to my credit file. please expedite my original request immediately.",Technical,High,consumer_complaints
project list report from oracle fusion update request report update hi please assign reports thank best regards application engineer thursday pm report update dear kindly ask add class categories detailed attached columns report let questions thanks planning analyst,General,Low,it_service
"i was job hunting and i was victim to a money scam with a potential employer . usaa shut down my account due to fraudulent activities , as if i was the one commiting the fraud, but i was the victim of said fraud. i gave my evidence to revoke it, but they still shut it down. i tried to get more answers, but they refused to help.",Billing,Medium,consumer_complaints
service now please remove box from the ms support service now july pm please hello member anymore ad details updated reflect change receive assigned breached delete option profile active possible notify related regards engineer,General,Low,it_service
edit and review and submit options missing from oracle time sheet review submit options sheet hi have problems submit working review submit options starting with week could you please take look help with thank you,General,Medium,it_service
"i opened a checking account and a 0.99 interest savings account with ally bank because they said their savings compounded daily. i received an email from them that i had been verified, which means my information checks out and they took money out of my personal checking account to fund the xxxx accounts i had opened with ally bank. i also sent a email to them using their own site asking them if they could change my mailing address to a xxxx box i m renting and gave them the info for that. then they blocked my account. i called them and they said my accounts were considered fraudulent and i had to send them more information. they gave me the number of someone who works in their loss prevention department named xxxx over in texas. i called him twice and left a message xxxx times and nothing has come from that. his number is xxxx. i have sent an email to ally bank through their website expressing my disappointment with how their bank does business. i called before xxxx holiday and talked with another person from ally bank and told them i had reported ally bank to the federal trade commission and the resolution i want is my money back and for my accounts with ally to be cancelled and they better not have done a credit check on me. it is now xxxx xxxx, the day after xxxx xxxx. i called again just now and talked to someone on ally bank and gave them all of my info again i do this every time i call but they still wo nt unblock my account and this time i got hung up on probably when the guy put me on hold he did it wrong. or perhaps they just want to rub it in. basically i thought i was getting a good deal because my personal savings account offers 0.10 interest rate but ally bank verified me, took my money, and then declared me fraudulent. so how do i get my money back??? i already passed their verification test and they sent me an email saying they were sending me a signature card to sign in the mail. so if they could in fact not verify me why did they transfer the money? now they wo nt give it back. they ca nt operate this way. my financial institution where my personal checking and savings are with has agreed to dispute the transfers to ally bank so i ll be going in later to fill out paper work. also when filling out the online application for ally bank after ward it asked me questions about my credit report. that was weird. i was never told at any time during the application process my credit would be checked. i asked a person when i called ally bank but they did nt answer my question. if ally bank did check my credit without telling me i will be unhappy about that and they need to take that off my credit reports if they did and put a statement on their website that says they check credit reports when signing up. i signed up with a different online account just for savings a few months ago and that online savings account does not do not do credit checks of applicants so i was expecting the same thing from ally bank as they have no statement about credit being checked when applying for any accounts. also on xxxx, yesterday, i received an email from ally bank saying i have a secure message from them and to sign into my account. i ca nt i tried again but because they believe my account to be fraudulent and they want me to prove i am who i am. if they believe my account to be fraudulent then why are they sending emails to me to log into my account? something is not right, ally bank is screwing with my personal info and my money. after typing up this report i tried to sign in again with ally bank and my account is still blocked. so i m figuring the guy i talked to 56 minutes ago really did hang up on me on purpose. all of this nonsense for a total of 20.00? really? that s how much i setup to be transferred in total to ally bank.",Billing,Medium,consumer_complaints
confluence accounts thursday march pm confluence accounts please create confluence accounts clients thanks,Technical,Low,it_service
oracle cannot submit annual leave oracle july timecard problem hi want log annual leave cannot task details options because cannot submit report since asks complete task details how proceed thank nil developer,General,Medium,it_service
metrics team metrics hello please assist by creating environment metrics let details provide during process thank senior tester,Technical,Low,it_service
"i communicated with my credit card company on numerous occasions to resolve a claim and implement the recovery for 2500.00. i provided them with answers to every question they had, they simply refuse to help me, and i am at my wits end here. i have told them the assets were taken under false pretense and misleading sales tactics and marketing, i have advised them that this charge is fraudulent in it s original intents, yet still nothing. i have constantly advised them that xxxx xxxx did not provide the services that were anticipated, which is why i m eligible for my refund. i can not afford to give away any more of my money. please speak to them on my behalf. they have not considered the matter at all.",Billing,Medium,consumer_complaints
i am xxxx xxxx and i am submitting this complaint myself and there is no third party involved. i attached my id docs so you will know who i am. this is not someone else filing this complaint on behalf of me. and please do not mail me anything else saying i need id docs. i am filing this complaint about misleading false reporting information.,Technical,Low,consumer_complaints
"on xxxxxxxx a bona fide contract in the amount of 500000.00, hud letter, buyers mortgage approval letter and the property inspection report was filed with xxxx xxxx xxxx the loan servicer the servicer failed to respond to repeated calls and emails for 10 days. on xxxxxxxx the servicer sent a letter denying the short sale. the current loan balance is 490000.00 as of xxxxxxxx. the servicer forwarded an email to their legal counsel on xxxxxxxx instructing them not to adjourn the sheriff sale scheduled for xxxxxxxx. the sale closing is scheduled for xxxxxxxx. the servicer stated that the pending sale.is rejected as of xxxxxxxx. the reason for the rejection stated by the servicer was that the sale was required to be 37 days from the date of the sheriff sale. i contend that the servicer rejected the sale because they wished to inflate their fees and costs and legal fees. further the price obtained at sheriff sale will no doubt be less than the private sale thus increasing the amount of the defiency and thereby increasing the potential for a greater deficiency judgement against the borrower. i have emailed the servicer and demanded a copy of all communications written or recorded to and from the borrower, proof of their authorization to act as agent, as well as copies of internal communications to legal counsel, the complete file, the basis in law that provides the 37 day period and a request for an adjourment of the sheriff sale as to facilitate the sale of the property. i am filing this complaint in good faith and as truthful testimony. sincerely, xxxx xxxx xxxx",General,Medium,consumer_complaints
user february user hello please enable his characters credentials thanks kind regards infrastructure,Technical,Low,it_service
new purchase po pm purchase po dear purchased led cod please log allocation please take consideration mandatory receipts section order receive item ordered how video explorer kind regards administrator,General,Low,it_service
"discover is reporting xxxx late payments. i have never been late. i have disputed this with xxxx and they have done nothing!!! not been able to resolve it. a creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose, unless the creditor has adopted reasonable procedures designed to ensure that each periodic statement including the information required by section 1637 b of this title is mailed or delivered to the consumer not later than 21 days before the payment due date. in accordance with fair credit reporting this creditor has violated my rights under 15 usc 1681 section 602 states i have the right to privacy 15 usc section 1681 section 604 it also states a consumer reporting agency can not furnish an account without my written instructions. again this discover card has been reported late multiple times please delete!!! also i requested debt validation letters from xxxx xxxx xxxx and credit services. they just appeared as collections and have no clue of them i have been a victim of identity theft i have my credit file flagged and with a statement. they have not been able to provide the validation letter to me in writing with my signature and any agreement between me and them. i have disputed this with xxxx and all they do is say its validated however they dont provide the documentation that i have requested.",Technical,Low,consumer_complaints
red hat workstation license hello contacted via regarding which license workstation os red hat checked needs bought,Technical,Low,it_service
"experian has committed aggravated identity theft against me for the non-consent or legal authorization to use, disclose, obtain and resell my non-public personal information my false statements and misrepresentation. also, i filed a identity theft report with the ftc for xxxx xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxor the unauthorized use of my credit card that i didnt benefit from. experian refuses to to remove these accounts from my credit file. this identity theft report and request for removal was not made in error, i did not obtain any goods, services, or money, nor is this a misrepresentation of any sort. per 15 usc 1681c-2 you must block and remove.",Technical,Medium,consumer_complaints
update the lock screen with the annual it survey link message update lock screen annual survey link hello preparing next annual satisfaction survey aiming launch mid next informed possibility also update machines lock screens text survey link hoping gain more visibility encourage response rate please advise add survey link text about satisfaction survey how take information proceed changes survey link personalized image information confirmation provide relevant accordingly looking forward hearing care,General,Low,it_service
rename project pas wednesday pm rename please adjust name pre thanks,General,Low,it_service
